1392401782, 210, 1052, -100
1392401783, 134, 962, -88
1392401783, 174, 1002, -112
1392401783, 200, 952, -140
1392401783, 166, 920, -188
1392401783, 174, 890, -174
1392401783, 172, 936, -176
1392401783, 152, 942, -178
1392401783, 98, 942, -180
1392401783, 108, 966, -194
1392401784, 74, 934, -210
1392401784, 118, 952, -196
1392401784, 164, 944, -194
1392401784, 208, 920, -178
1392401784, 196, 926, -172
1392401784, 78, 982, -168
1392401784, 78, 958, -232
1392401784, 28, 916, -212
1392401784, 16, 948, -222
1392401784, 8, 940, -220
1392401785, 26, 944, -254
1392401785, 28, 924, -234
1392401785, 14, 972, -220
1392401785, 22, 936, -206
1392401785, 12, 926, -246
1392401785, 42, 934, -298
1392401785, 12, 1220, -324
1392401785, 52, 1270, -312
1392401785, 198, 972, -238
1392401785, 272, 748, -238
1392401786, 288, 388, -234
1392401786, 304, 198, -236
1392401786, 268, 354, -122
1392401786, 110, 448, -308
1392401786, -156, 1702, -544
1392401786, 96, 1196, -370
1392401786, 112, 726, -214
1392401786, 110, 646, -254
1392401786, 118, 808, -254
1392401786, 48, 980, -302
1392401787, -36, 908, -436
1392401787, -148, 706, -656
1392401787, -190, 678, -748
1392401787, -180, 410, -882
1392401787, -144, 290, -906
1392401787, -226, 102, -1002
1392401787, -282, 10, -1048
1392401787, -336, -110, -1070
1392401787, -360, -112, -1032
1392401788, -376, -128, -984
1392401788, -342, -136, -960
1392401788, -348, -82, -952
1392401789, -594, -544, -568
1392401789, -612, -546, -572
1392401789, -568, -546, -608
1392401789, -576, -544, -628
1392401789, -566, -550, -630
1392401789, -574, -542, -648
1392401789, -558, -562, -618
1392401789, -566, -550, -618
1392401789, -582, -548, -616
1392401790, -546, -538, -628
1392401790, -552, -542, -640
1392401790, -542, -540, -650
1392401790, -560, -514, -632
1392401790, -572, -518, -666
1392401790, -532, -596, -724
1392401790, -502, -504, -848
1392401790, -232, 180, -528
1392401790, -108, 708, -340
1392401790, -218, 1004, -136
1392401791, -228, 994, 148
1392401791, -188, 978, 144
1392401791, -116, 974, 110
1392401791, -80, 954, 106
1392401791, -106, 940, 160
1392401791, -354, 984, -34
1392401791, -480, 942, 316
1392401791, -486, 950, 266
1392401791, -454, 1260, 172
1392401791, -288, 986, 2
1392401792, -400, 878, 156
1392401792, -270, 188, 32
1392401792, -490, 1778, 2
1392401792, -688, 1708, -120
1392401792, -74, -76, 230
1392401792, -526, 1102, 140
1392401792, -606, 1198, -44
1392401792, -48, 160, 168
1392401792, -890, 1544, -242
1392401793, -166, 520, 102
1392401793, -166, 358, 158
1392401793, -820, 1232, -238
1392401793, -178, 748, 72
1392401793, -522, 876, 76
1392401793, -724, 1116, -248
1392401793, -312, 800, -48
1392401793, -428, 708, -6
1392401793, -466, 990, -46
1392401793, -434, 936, -38
1392401794, -436, 878, -32
1392401794, -464, 902, -94
1392401794, -382, 892, -72
1392401795, -448, 1004, 40
1392401795, -356, 190, 6
1392401795, -22, 302, 22
1392401795, -914, 1888, -366
1392401795, -758, 1116, -200
1392401795, 78, -270, 240
1392401795, -732, 1542, -138
1392401795, -780, 1084, -264
1392401795, -194, -16, 112
1392401796, -126, -96, 172
1392401796, -1064, 1690, -534
1392401796, -1038, 1406, -582
1392401796, 128, -266, 208
1392401796, -782, 1060, -226
1392401796, -604, 898, -346
1392401796, -24, -120, 110
1392401796, -1180, 1804, -620
1392401796, -618, 1382, -208
1392401796, -1008, 1640, -508
1392401797, -546, 1064, -372
1392401797, -272, 150, 72
1392401797, -1072, 1470, -508
1392401797, -158, 554, -152
1392401797, -642, 786, -246
1392401797, -564, 1016, -368
1392401797, -408, 894, -238
1392401797, -412, 788, -244
1392401797, -452, 820, -228
1392401798, -284, 932, -258
1392401798, -262, 1162, -118
1392401798, -534, 998, -26
1392401798, -618, 890, -128
1392401798, -390, 822, 12
1392401798, -492, 896, -86
1392401798, -566, 850, -196
1392401798, -24, -236, -68
1392401798, -232, 1266, 144
1392401798, -394, 828, -256
1392401799, -1342, 1388, -702
1392401799, -438, 610, 32
1392401799, -82, 258, 308
1392401799, -1964, 2172, -870
1392401799, -66, -1174, 658
1392401799, -598, 1336, 208
1392401799, -1030, 1296, -226
1392401799, 192, -90, 480
1392401799, -1788, 2424, -800
1392401799, 196, -1160, 754
1392401800, -916, 1186, 614
1392401800, -1286, 1314, -38
1392401800, -826, 928, 294
1392401801, 54, 188, 370
1392401801, -774, 1704, -324
1392401801, -194, 798, 120
1392401801, -208, 912, 88
1392401801, -212, 900, 6
1392401801, -314, 916, -64
1392401801, 196, -928, 1194
1392401801, -1170, 2102, -824
1392401801, -602, 1284, 62
1392401802, -374, 888, -158
1392401802, -338, 954, -134
1392401802, -360, 1020, -54
1392401802, -364, 908, -18
1392401802, -372, 904, -52
1392401802, -376, 946, -178
1392401802, -368, 872, -442
1392401802, -264, 540, -720
1392401802, -72, 48, -826
1392401803, -544, -206, -948
1392401803, -610, -148, -814
1392401803, -652, -138, -756
1392401803, -718, -154, -694
1392401803, -760, -194, -692
1392401803, -770, -114, -580
1392401803, -824, -140, -608
1392401803, -826, -148, -546
1392401803, -14, -58, -916
1392401803, -282, -78, -1008
1392401804, -856, -182, -558
1392401804, -818, -248, -600
1392401804, -808, -294, -598
1392401804, -772, -242, -660
1392401804, -738, -192, -680
1392401804, -756, -242, -664
1392401804, -732, -184, -674
1392401804, -764, -146, -692
1392401804, -752, -152, -684
1392401804, -752, -152, -702
1392401805, -830, -162, -762
1392401805, -840, -170, -738
1392401805, -698, -130, -690
1392401805, -494, 78, -738
1392401805, -368, 232, -806
1392401805, -232, 288, -914
1392401805, -108, 256, -998
1392401805, -264, 162, -1130
1392401805, -768, -166, -696
1392401805, -762, -142, -678
1392401806, -318, 74, -1198
1392401806, -436, -178, -1066
1392401806, -582, -548, -680
1392401807, -306, -532, -800
1392401807, -348, -494, -826
1392401807, -320, -470, -818
1392401808, -318, -476, -836
1392401808, -304, -496, -780
1392401808, -332, -532, -786
1392401808, -302, -504, -850
